,,,,,UDR
,,,,,memory,,,,,,,,,,,,CPU
,r/s,,,,min,,,,max,,,,ave,,,,min,,,,max,,,,ave,,,,
,min,max,ave,err,min,max,ave,err,min,max,ave,err,min,max,ave,err,min,max,ave,err,min,max,ave,err,min,max,ave,err,
 4096 big records ,18280.135631,129493.594483,56356.4055573,42377.8548701 ,1374.0,1808.0,1403.5,187.27599953,1842.0,2357.0,2152.5,174.086664241,1730.0,1998.66666667,1851.60416667,104.725148261 ,20.13,25.8,22.81,2.30413902937,29.7,82.51,58.07,23.4386217598,26.39,45.98,39.204625,7.86854689049
 8192 small records ,21690.086539,308603.936953,291892.572085,137052.167337 ,2620.0,2940.0,2644.5,121.576998921,3017.0,3663.0,3438.5,260.435340664,2831.0,3322.33333333,3034.75,176.0114352 ,23.35,37.93,32.11,5.83079554321,34.27,83.18,43.22,21.1901974979,30.725,60.115,37.1814285714,12.667444397
 8192 big records ,71650.7904075,131903.859936,116199.191197,22305.5957171 ,1471.0,1861.0,1622.0,169.299045085,1930.0,2414.0,2213.0,199.682748379,1725.33333333,1964.33333333,1890.58333333,97.2656395117 ,19.18,23.31,20.55,1.60896757788,27.82,41.22,36.885,5.04066430807,23.78,32.4066666667,28.1,2.98919963275
 16384 big records ,116407.913277,145784.731808,126242.714239,9978.73651368 ,1569.0,1903.0,1614.5,155.432836514,1783.0,2302.0,2182.5,197.084415078,1713.0,2076.66666667,1884.16666667,143.222696318 ,19.67,24.1,21.4,1.6270556229,36.5,89.43,39.675,20.5139810048,26.5733333333,44.39,30.5416666667,6.35856008042
 16384 small records ,78325.7067475,316739.376521,263945.54079,88587.6821325 ,2682.0,3487.0,2820.5,380.462218886,3357.0,3754.0,3461.5,171.223148747,2992.0,3620.5,3142.5,275.383241374 ,24.27,33.88,29.285,3.70232719606,30.27,46.26,39.0,5.23517589644,27.27,38.3266666667,34.8533333333,4.02339911803
 32768 big records ,59338.19926,148499.744376,123743.890375,36327.3373991 ,1700.0,2077.0,1955.5,142.463211626,2128.0,2622.0,2443.0,187.429364473,2036.33333333,2315.5,2147.5,104.753171083 ,19.54,25.17,22.775,2.0740684656,30.88,42.4,37.68,3.90209388235,26.1333333333,31.54,29.3766666667,1.87486108127
 32768 small records ,136715.665391,334472.669567,238908.379719,73499.5036649 ,2831.0,3172.0,3041.5,147.984796516,3313.0,3559.0,3412.0,102.308194524,3085.33333333,3345.33333333,3234.16666667,85.1281387087 ,21.04,31.92,26.73,4.0687246159,34.02,45.58,38.045,5.29484434773,31.045,36.34,33.285,1.69571281308
 65536 big records ,114744.282967,142491.345484,125758.523364,13443.2750187 ,1749.0,2204.0,2053.0,188.151446092,1967.0,2568.0,2246.5,231.859440179,1880.0,2394.0,2177.83333333,169.888590945 ,20.12,22.48,21.215,1.04565131218,33.01,44.04,38.66,4.01671839524,26.5866666667,33.7,28.3508333333,2.51509496544
 65536 small records ,36305.0193462,331188.266962,76287.7311717,108809.85332 ,2737.0,3247.0,2759.0,205.946028529,3373.0,3664.0,3476.0,106.176739449,3102.5,3344.5,3174.91666667,87.1500409043 ,25.73,36.58,31.54,5.1733535223,37.12,91.45,79.255,24.3204320822,29.82,63.555,55.915,14.7177757887

